State,Year,Crop Name,Temperature Range,Yield (MT),Area (Ha)
Uttar Pradesh,2012,Potato,12-38,1981715,977309
Uttar Pradesh,2012,Rice,12-38,14363423,6296454
Uttar Pradesh,2012,Sugarcane,12-38,176688179,2976797
Uttar Pradesh,2012,Wheat,12-38,26860598,10136104
Uttar Pradesh,2011,Maize,12-38,3883719,785056
Uttar Pradesh,2011,Potato,12-38,2014064,1198771
Uttar Pradesh,2011,Rice,12-38,14554411,6395792
Uttar Pradesh,2011,Sugarcane,12-38,162275419,2735868
Uttar Pradesh,2011,Wheat,12-38,35867364,13480841
Uttar Pradesh,2010,Maize,12-38,4341755,1080152
Uttar Pradesh,2010,Potato,12-38,1239756,1616279
Uttar Pradesh,2010,Rice,12-38,17700753,7758511
Uttar Pradesh,2010,Sugarcane,12-38,145456084,2439985
Uttar Pradesh,2010,Wheat,12-38,30354749,11364219
Uttar Pradesh,2009,Maize,12-38,1992324,553734
Uttar Pradesh,2009,Potato,12-38,2460580,643214
Uttar Pradesh,2009,Rice,12-38,14038644,6158765
Uttar Pradesh,2009,Sugarcane,12-38,142766251,2397073
Uttar Pradesh,2009,Wheat,12-38,26457985,9941879
Uttar Pradesh,2008,Maize,12-38,1592139,995263
Uttar Pradesh,2008,Potato,12-38,3201698,361931
Uttar Pradesh,2008,Rice,12-38,16330765,7127745
Uttar Pradesh,2008,Sugarcane,12-38,152190014,2546738
Uttar Pradesh,2008,Wheat,12-38,29167620,10988701
Uttar Pradesh,2007,Maize,12-38,1905755,832988
Uttar Pradesh,2007,Potato,12-38,2026826,893337
Uttar Pradesh,2007,Rice,12-38,14750433,6453955
Uttar Pradesh,2007,Sugarcane,12-38,150627976,2541527
Uttar Pradesh,2007,Wheat,12-38,33191276,12423250
Uttar Pradesh,2006,Maize,12-38,1741927,444199
Uttar Pradesh,2006,Potato,12-38,2222214,1146226
Uttar Pradesh,2006,Rice,12-38,13990336,6122659
Uttar Pradesh,2006,Sugarcane,12-38,128486978,2165748
Uttar Pradesh,2006,Wheat,12-38,24238894,9146793
Uttar Pradesh,2005,Maize,12-38,2264212,237363
Uttar Pradesh,2005,Potato,12-38,2168615,492943
Uttar Pradesh,2005,Rice,12-38,15397133,6731931
Uttar Pradesh,2005,Sugarcane,12-38,146472967,2461526
Uttar Pradesh,2005,Wheat,12-38,26150266,9863279
Uttar Pradesh,2004,Maize,12-38,914583,951374
Uttar Pradesh,2004,Potato,12-38,3770219,1241875
Uttar Pradesh,2004,Rice,12-38,13848774,6047670
Uttar Pradesh,2004,Sugarcane,12-38,131666282,2218829
Uttar Pradesh,2004,Wheat,12-38,26895165,10093880
Uttar Pradesh,2003,Maize,12-38,2162632,885629
Uttar Pradesh,2003,Potato,12-38,2542516,942499
Uttar Pradesh,2003,Rice,12-38,12697706,5582097
Uttar Pradesh,2003,Sugarcane,12-38,131620273,2211649
Uttar Pradesh,2003,Wheat,12-38,28101200,10504903
Uttar Pradesh,2002,Maize,12-38,1545862,323911
Uttar Pradesh,2002,Potato,12-38,2516131,1174512
Uttar Pradesh,2002,Rice,12-38,14688444,6407575
Uttar Pradesh,2002,Sugarcane,12-38,127899706,2151143
Uttar Pradesh,2002,Wheat,12-38,27914779,10454623
Uttar Pradesh,2001,Maize,12-38,579572,1229092
Uttar Pradesh,2001,Potato,12-38,2941276,1146211
Uttar Pradesh,2001,Rice,12-38,14010127,6106737
Uttar Pradesh,2001,Sugarcane,12-38,119529400,2016444
Uttar Pradesh,2001,Wheat,12-38,24190554,9100153
Uttar Pradesh,2000,Maize,12-38,1862712,263468
Uttar Pradesh,2000,Potato,12-38,3153143,581547
Uttar Pradesh,2000,Rice,12-38,12814942,5606210
Uttar Pradesh,2000,Sugarcane,12-38,137219206,2295019
Uttar Pradesh,2000,Wheat,12-38,24913985,9347683
Uttarakhand,2024,Maize,5-30,7069345,2191785
Uttarakhand,2024,Rice,5-30,3279656,1453875
Uttarakhand,2024,Sugarcane,5-30,1068821,1298670
Uttarakhand,2024,Wheat,5-30,2259219,978074
Uttarakhand,2023,Maize,5-30,2903295,358016
Uttarakhand,2023,Rice,5-30,2573015,1731606
Uttarakhand,2023,Sugarcane,5-30,4574395,508551
Uttarakhand,2023,Wheat,5-30,2432010,742026
Uttarakhand,2022,Maize,5-30,3784216,1656522
Uttarakhand,2022,Rice,5-30,6387410,1385920
Uttarakhand,2022,Sugarcane,5-30,1463029,1022602
Uttarakhand,2022,Wheat,5-30,1813700,872413
Uttarakhand,2021,Maize,5-30,7308226,776694
Uttarakhand,2021,Rice,5-30,3977084,2164130
Uttarakhand,2021,Sugarcane,5-30,848239,674881
Uttarakhand,2021,Wheat,5-30,2054762,1126660
Uttarakhand,2020,Maize,5-30,3291355,1299176
Uttarakhand,2020,Rice,5-30,892431,309440
Uttarakhand,2020,Sugarcane,5-30,3739511,1838579
Uttarakhand,2020,Wheat,5-30,2974250,783607
Uttarakhand,2019,Maize,5-30,4153109,856307
Uttarakhand,2019,Rice,5-30,2898252,822657
Uttarakhand,2019,Sugarcane,5-30,2676219,1370309
Uttarakhand,2019,Wheat,5-30,2269891,609444
Uttarakhand,2018,Maize,5-30,3148512,422071
Uttarakhand,2018,Rice,5-30,3980546,2093396
Uttarakhand,2018,Sugarcane,5-30,3430749,2059388
Uttarakhand,2018,Wheat,5-30,3417947,1706366
Uttarakhand,2017,Maize,5-30,1690384,501973
Uttarakhand,2017,Rice,5-30,5573452,1946144
Uttarakhand,2017,Sugarcane,5-30,2302771,989672
Uttarakhand,2017,Wheat,5-30,945513,1214660
Uttarakhand,2016,Maize,5-30,3221916,516392
Uttarakhand,2016,Rice,5-30,4153732,785400
Uttarakhand,2016,Sugarcane,5-30,1392956,500214
Uttarakhand,2016,Wheat,5-30,1450588,1790803
Uttarakhand,2015,Maize,5-30,3592609,1347065
Uttarakhand,2015,Rice,5-30,1026899,634836
Uttarakhand,2015,Sugarcane,5-30,698162,1474326
Uttarakhand,2015,Wheat,5-30,3141011,310378
Uttarakhand,2014,Maize,5-30,2943754,559393
Uttarakhand,2014,Rice,5-30,935384,1046393
Uttarakhand,2014,Sugarcane,5-30,3330745,1269151
Uttarakhand,2014,Wheat,5-30,2829666,982302
Uttarakhand,2013,Maize,5-30,3805332,1133519
Uttarakhand,2013,Rice,5-30,4525919,1705445
Uttarakhand,2013,Sugarcane,5-30,3203306,1179559
Uttarakhand,2013,Wheat,5-30,4514299,1780086
Uttarakhand,2012,Maize,5-30,4166434,1323948
Uttarakhand,2012,Rice,5-30,2314030,749701
Uttarakhand,2012,Sugarcane,5-30,1308320,1010254
Uttarakhand,2012,Wheat,5-30,2741705,1191399
Uttarakhand,2011,Maize,5-30,4997279,1425651
Uttarakhand,2011,Rice,5-30,3537102,1401849
Uttarakhand,2011,Sugarcane,5-30,1503466,976868
Uttarakhand,2011,Wheat,5-30,4394762,638605
Uttarakhand,2010,Maize,5-30,910712,898796
Uttarakhand,2010,Rice,5-30,4090367,630818
Uttarakhand,2010,Sugarcane,5-30,3200857,1225881
Uttarakhand,2010,Wheat,5-30,1448474,870161
Uttarakhand,2009,Maize,5-30,3115800,934343
Uttarakhand,2009,Rice,5-30,2525049,1219847
Uttarakhand,2009,Sugarcane,5-30,2296700,1503900
Uttarakhand,2009,Wheat,5-30,3977536,558820
Uttarakhand,2008,Maize,5-30,2590075,1290902
Uttarakhand,2008,Rice,5-30,3896344,418334
Uttarakhand,2008,Sugarcane,5-30,1514770,667605
Uttarakhand,2008,Wheat,5-30,647930,889634
Uttarakhand,2007,Maize,5-30,1771170,1554967
Uttarakhand,2007,Rice,5-30,2747728,1365387
Uttarakhand,2007,Sugarcane,5-30,2053238,290263
Uttarakhand,2007,Wheat,5-30,3760125,783261
Uttarakhand,2006,Maize,5-30,2511115,311769
Uttarakhand,2006,Rice,5-30,1561277,230585
Uttarakhand,2006,Sugarcane,5-30,3716271,362114
Uttarakhand,2006,Wheat,5-30,1666705,305512
Uttarakhand,2005,Maize,5-30,2845256,460594
Uttarakhand,2005,Rice,5-30,2943118,289131
Uttarakhand,2005,Sugarcane,5-30,1841733,1277620
Uttarakhand,2005,Wheat,5-30,1446937,1235985
Uttarakhand,2004,Maize,5-30,1619537,443043
Uttarakhand,2004,Rice,5-30,1503998,681699
Uttarakhand,2004,Sugarcane,5-30,3427901,695793
Uttarakhand,2004,Wheat,5-30,2287233,643625
Uttarakhand,2003,Maize,5-30,2481817,402346
Uttarakhand,2003,Rice,5-30,1697896,1368475
Uttarakhand,2003,Sugarcane,5-30,3393452,1136117
Uttarakhand,2003,Wheat,5-30,2068221,562221
Uttarakhand,2002,Maize,5-30,1635647,330176
Uttarakhand,2002,Rice,5-30,1387701,358312
Uttarakhand,2002,Sugarcane,5-30,2828620,753538
Uttarakhand,2002,Wheat,5-30,3447704,1050248
Uttarakhand,2001,Maize,5-30,2643327,1100932
Uttarakhand,2001,Rice,5-30,2419576,347469
Uttarakhand,2001,Sugarcane,5-30,1547667,708122
Uttarakhand,2001,Wheat,5-30,2337851,1174659
Uttarakhand,2000,Maize,5-30,2051849,390027
Uttarakhand,2000,Rice,5-30,2395271,928620
Uttarakhand,2000,Sugarcane,5-30,1112771,1170489
Uttarakhand,2000,Wheat,5-30,1565839,778085
West Bengal,2024,Jute,18-35,12678946,1105990
West Bengal,2024,Maize,18-35,2957840,1017603
West Bengal,2024,Potato,18-35,1756388,613391
West Bengal,2024,Rice,18-35,21688769,8648341
West Bengal,2024,Wheat,18-35,1976202,432376
West Bengal,2023,Jute,18-35,14836217,1299261
West Bengal,2023,Maize,18-35,1693687,419155
West Bengal,2023,Potato,18-35,4660710,1708018
West Bengal,2023,Rice,18-35,30646226,12226426
West Bengal,2023,Wheat,18-35,4896004,615144
West Bengal,2022,Jute,18-35,9672158,846159
West Bengal,2022,Maize,18-35,2907705,404035
West Bengal,2022,Potato,18-35,1338837,800340
West Bengal,2022,Rice,18-35,30387881,12145686
West Bengal,2022,Wheat,18-35,5011938,1688579
West Bengal,2021,Jute,18-35,9127088,798006
West Bengal,2021,Maize,18-35,3731534,1545548
West Bengal,2021,Potato,18-35,4484742,433391
West Bengal,2021,Rice,18-35,23403557,9389166
West Bengal,2021,Wheat,18-35,1738008,1784137
West Bengal,2020,Jute,18-35,17875491,1554795
West Bengal,2020,Maize,18-35,859677,1375740
West Bengal,2020,Potato,18-35,4108289,1431965
West Bengal,2020,Rice,18-35,19520692,7791727
West Bengal,2020,Wheat,18-35,6442716,2164906
West Bengal,2019,Jute,18-35,15875958,1381193
West Bengal,2019,Maize,18-35,2636537,1825120
West Bengal,2019,Potato,18-35,3121175,1032884
West Bengal,2019,Rice,18-35,18824496,7528741
West Bengal,2019,Wheat,18-35,3485317,1354696
West Bengal,2018,Jute,18-35,12345931,1079048
West Bengal,2018,Maize,18-35,3543695,636965
West Bengal,2018,Potato,18-35,1822915,490723
West Bengal,2018,Rice,18-35,17246023,6902490
West Bengal,2018,Wheat,18-35,6488055,773313
West Bengal,2017,Jute,18-35,10856890,951084
West Bengal,2017,Maize,18-35,1525030,1284846
West Bengal,2017,Potato,18-35,5531385,1544836
West Bengal,2017,Rice,18-35,23583319,9434767
West Bengal,2017,Wheat,18-35,4753981,1963671
West Bengal,2016,Jute,18-35,11819016,1028932
West Bengal,2016,Maize,18-35,3515998,739901
West Bengal,2016,Potato,18-35,2610937,912216
West Bengal,2016,Rice,18-35,16370394,6549068
West Bengal,2016,Wheat,18-35,5396655,1705991
West Bengal,2015,Jute,18-35,9402362,819154
West Bengal,2015,Maize,18-35,4087816,1285899
West Bengal,2015,Potato,18-35,3130896,1524945
West Bengal,2015,Rice,18-35,17094188,6860176
West Bengal,2015,Wheat,18-35,1587238,1202586
West Bengal,2014,Jute,18-35,9862170,857239
West Bengal,2014,Maize,18-35,965086,1101839
West Bengal,2014,Potato,18-35,2676623,614409
West Bengal,2014,Rice,18-35,23663508,9448506
West Bengal,2014,Wheat,18-35,3405813,310786
West Bengal,2013,Jute,18-35,10179313,886646
West Bengal,2013,Maize,18-35,1356612,1546840
West Bengal,2013,Potato,18-35,645869,1390716
West Bengal,2013,Rice,18-35,16836897,6746717
West Bengal,2013,Wheat,18-35,4305530,1066273
West Bengal,2012,Jute,18-35,9577364,832712
West Bengal,2012,Maize,18-35,4416914,561027
West Bengal,2012,Potato,18-35,1067382,569308
West Bengal,2012,Rice,18-35,21277227,8495411
West Bengal,2012,Wheat,18-35,4470888,555213
West Bengal,2011,Jute,18-35,8717991,762879
West Bengal,2011,Maize,18-35,1284112,1123883
West Bengal,2011,Potato,18-35,1254473,483603
West Bengal,2011,Rice,18-35,20103948,8054885
West Bengal,2011,Wheat,18-35,2964618,464919
West Bengal,2010,Jute,18-35,10243434,894461
West Bengal,2010,Maize,18-35,3188993,652660
West Bengal,2010,Potato,18-35,990007,812154
West Bengal,2010,Rice,18-35,15686755,6273823
West Bengal,2010,Wheat,18-35,817539,621198
West Bengal,2009,Jute,18-35,9394946,819863
West Bengal,2009,Maize,18-35,3092917,1630168
West Bengal,2009,Potato,18-35,908332,958857
West Bengal,2009,Rice,18-35,15071553,6024956
West Bengal,2009,Wheat,18-35,3942183,492175
West Bengal,2008,Jute,18-35,9162172,796411
West Bengal,2008,Maize,18-35,3380505,650329
West Bengal,2008,Potato,18-35,3571917,771834
West Bengal,2008,Rice,18-35,18033905,7191748
West Bengal,2008,Wheat,18-35,1273876,1417095
West Bengal,2007,Jute,18-35,8564547,747436
West Bengal,2007,Maize,18-35,1483619,1297344
West Bengal,2007,Potato,18-35,2482975,1091603
West Bengal,2007,Rice,18-35,19168459,7635624
West Bengal,2007,Wheat,18-35,3182961,288452
West Bengal,2006,Jute,18-35,10057941,875783
West Bengal,2006,Maize,18-35,1836434,683950
West Bengal,2006,Potato,18-35,2149697,433443
West Bengal,2006,Rice,18-35,16980110,6768998
West Bengal,2006,Wheat,18-35,708037,525252
West Bengal,2005,Jute,18-35,8611278,750604
West Bengal,2005,Maize,18-35,2612038,715548
West Bengal,2005,Potato,18-35,836780,635705
West Bengal,2005,Rice,18-35,15870606,6319554
West Bengal,2005,Wheat,18-35,2625814,623066
West Bengal,2004,Jute,18-35,9506413,825622
West Bengal,2004,Maize,18-35,984584,1185136
West Bengal,2004,Potato,18-35,1303563,1179005
West Bengal,2004,Rice,18-35,16722886,6661153
West Bengal,2004,Wheat,18-35,3524780,859678
West Bengal,2003,Jute,18-35,8613095,750857
West Bengal,2003,Maize,18-35,3595677,1135372
West Bengal,2003,Potato,18-35,3540266,945154
West Bengal,2003,Rice,18-35,15302072,6100452
West Bengal,2003,Wheat,18-35,1037947,226853
West Bengal,2002,Jute,18-35,7512779,658128
West Bengal,2002,Maize,18-35,2962406,922276
West Bengal,2002,Potato,18-35,3127306,809847
West Bengal,2002,Rice,18-35,13491345,5412353
West Bengal,2002,Wheat,18-35,2715128,885932
West Bengal,2001,Jute,18-35,8449665,734264
West Bengal,2001,Maize,18-35,1054384,938563
West Bengal,2001,Potato,18-35,3365067,419071
West Bengal,2001,Rice,18-35,13047576,5237124
West Bengal,2001,Wheat,18-35,1667547,475261
West Bengal,2000,Jute,18-35,7413557,647995
West Bengal,2000,Maize,18-35,3257928,1236738
West Bengal,2000,Potato,18-35,1105612,840926
West Bengal,2000,Rice,18-35,12242414,4922117
West Bengal,2000,Wheat,18-35,2307954,894025
